user1.UserID,user1.Name,node1,user2.UserID,user2.Name,node2
0,1976215495,Izzat Alsmadi,ialsmadi,0,1943683668,Mohammad Tubishat,MohammadTubish
0,1976215495,Izzat Alsmadi,ialsmadi,0,342804809,Tomaz Amon,TomazAmon
0,1976215495,Izzat Alsmadi,ialsmadi,0,245738774,Heider A. Wahsheh,heiderwahsheh
0,1976215495,Izzat Alsmadi,ialsmadi,0,252900708,Bader Al-Balushi,baderbalushi
0,1976215495,Izzat Alsmadi,ialsmadi,0,2543720727,aحmadov,ahmedalyenno
0,1976215495,Izzat Alsmadi,ialsmadi,0,23109598,Jamila Hanan,JamilaHanan
0,1976215495,Izzat Alsmadi,ialsmadi,0,3247043994,rody elhwamed,tutuelsheikh121
0,1976215495,Izzat Alsmadi,ialsmadi,0,3235366184,Ahmad Alyaseen,ahmad_alyaseen
0,1976215495,Izzat Alsmadi,ialsmadi,0,3231743448,~~~,politics_q8
0,1976215495,Izzat Alsmadi,ialsmadi,0,3249497559,ياسر الجوهرى,YASSERyassser12
0,1976215495,Izzat Alsmadi,ialsmadi,0,130511708,muayyad smadi,abualayham
0,1976215495,Izzat Alsmadi,ialsmadi,0,1382951467,براء الصحفي,BaraaEbarals
0,1976215495,Izzat Alsmadi,ialsmadi,0,433668229,Majed A.  AlRubaian,MajedAlRubaian
0,1976215495,Izzat Alsmadi,ialsmadi,0,1225775714,OpenDaylight Project,OpenDaylightSDN
0,1976215495,Izzat Alsmadi,ialsmadi,0,1305840914,Dr Paul Watters,DrPaulWatters
0,1976215495,Izzat Alsmadi,ialsmadi,0,101754193,Eman H. Abouelatta,EmanAbouelatta
0,1976215495,Izzat Alsmadi,ialsmadi,0,39753069,Telco Systems,TelcoSystems
0,1976215495,Izzat Alsmadi,ialsmadi,0,488979092,الشعيبي البيحاني,hasan_alsheapi
0,1976215495,Izzat Alsmadi,ialsmadi,0,55330186,Hisham Almubaid,hisham9
0,1976215495,Izzat Alsmadi,ialsmadi,0,1333476895,Salam Al-E'mari HKJ,salam_ammari
0,1976215495,Izzat Alsmadi,ialsmadi,0,592083819,Nasser ALFahadi,NasserALFahadi
0,1976215495,Izzat Alsmadi,ialsmadi,0,219291206,Ramy Hassanien,ramy1712
0,1976215495,Izzat Alsmadi,ialsmadi,0,81202215,hisham affouri هشام,hafouri
0,1976215495,Izzat Alsmadi,ialsmadi,0,2432098860,Nader Tashtoush,drntash
0,1976215495,Izzat Alsmadi,ialsmadi,0,273039171,Hesham Abandah,hesham_cs
0,1976215495,Izzat Alsmadi,ialsmadi,0,2200096519,Louy Nazzal,LouyNzl
0,1976215495,Izzat Alsmadi,ialsmadi,0,338105853,د. سامي السرحاني#غزة,Abukhattab2012
0,1976215495,Izzat Alsmadi,ialsmadi,0,2314204507,Prince Ahmad Masri,AhmadMasri32
0,1976215495,Izzat Alsmadi,ialsmadi,0,162971051,Saif A. Kazakzeh,xsaifahmadx
0,1976215495,Izzat Alsmadi,ialsmadi,0,2263448797,Burhan Barhoush,bbarhoush
0,1976215495,Izzat Alsmadi,ialsmadi,0,210923331,Israa jarrah,israajarrah
0,1976215495,Izzat Alsmadi,ialsmadi,0,239044148,Nader Shwiat,Nader_Shwiat
0,1976215495,Izzat Alsmadi,ialsmadi,0,238239665,Mohammed Alsharafi,Abu_Abdulghani
0,1976215495,Izzat Alsmadi,ialsmadi,0,605318228,Dr. Ahmad Al-Omari,Ahmedelomari
0,1976215495,Izzat Alsmadi,ialsmadi,0,181122236,Ahmed AlEroud,ahmedswek
0,1976215495,Izzat Alsmadi,ialsmadi,0,100040192,Siraj Al-Share,Sirajalshare
0,1976215495,Izzat Alsmadi,ialsmadi,0,1971193867,Info,Balance_Code
0,1976215495,Izzat Alsmadi,ialsmadi,0,315462206,shurouq shihadeh,shurouqshihadeh
0,1976215495,Izzat Alsmadi,ialsmadi,0,630477377,Basil Altaie,BasilAltaie
0,1976215495,Izzat Alsmadi,ialsmadi,0,1197287899,Taha Sharafi,TSharafi
0,1976215495,Izzat Alsmadi,ialsmadi,0,810697255,harith alhadrusi,alhadrusi
0,1976215495,Izzat Alsmadi,ialsmadi,0,1582638937,Qosai Zoubi,ZoubiQosai
0,1976215495,Izzat Alsmadi,ialsmadi,0,1449028524,arwa abuasad,arwa_abuasad
0,1976215495,Izzat Alsmadi,ialsmadi,0,998713670,yassin sharafi,Yassin_Sharafi
0,1976215495,Izzat Alsmadi,ialsmadi,0,313420402,Audai M. Shawaheen,audaish
0,1976215495,Izzat Alsmadi,ialsmadi,0,1254989348,Michael A. Peters,mpeters001
0,1976215495,Izzat Alsmadi,ialsmadi,0,242412880,Aid Radaideh®,aidradaideh
0,1943683668,Mohammad Tubishat,MohammadTubish,0,1709113837,اسأل المدينة المنورة,Ask_Almadina
0,1943683668,Mohammad Tubishat,MohammadTubish,0,1078354688,محاضر لغة إنجليزية,haythamhashem2
0,1943683668,Mohammad Tubishat,MohammadTubish,0,544624589,عبدالرحمن الردادي,ab_raddadi
0,1943683668,Mohammad Tubishat,MohammadTubish,0,39106896,أخبار العرب,ArabiaNewsDaily
0,1943683668,Mohammad Tubishat,MohammadTubish,0,2987517491,weijie gao,weijie_gao
0,1943683668,Mohammad Tubishat,MohammadTubish,0,3629485152,الشيخه فطيم أل مكتوم,Fatemm3Fatemm
0,1943683668,Mohammad Tubishat,MohammadTubish,0,4191948975,شهادات جامعية للبيع,shahada444
0,1943683668,Mohammad Tubishat,MohammadTubish,0,625100326,زئير الليوث,_k0ra
0,1943683668,Mohammad Tubishat,MohammadTubish,0,1262841596,zainab rawashdeh,zanzoon111
0,1943683668,Mohammad Tubishat,MohammadTubish,0,821923508,Dr Tarek Shehata,DrTarekShehata
0,1943683668,Mohammad Tubishat,MohammadTubish,0,259702954,Eng.Ayman Al-amaireh,AymanAmaireh
0,1943683668,Mohammad Tubishat,MohammadTubish,0,995346482,ام دانه,MN5252
0,1943683668,Mohammad Tubishat,MohammadTubish,0,1319321700,Hisham Bdour,Hmbdour
